UF;NOME DA REGIAO DE SAUDE;COD. DA REGIAO DE SAUDE;NOME DO MUNICIPIO;COD. IBGE DO MUNICIPIO
RS;REGIAO 11;43011;SAO BORJA;431800
RS;REGIAO 11;43011;SAO LUIZ GONZAGA;431890
RS;REGIAO 11;43011;SAO MIGUEL DAS MISSOES;431915
RS;REGIAO 11;43011;SAO NICOLAU;431920
RS;REGIAO 11;43011;SAO PEDRO DO BUTIA;431937
RS;REGIAO 11;43011;SETE DE SETEMBRO;432057
RS;REGIAO 11;43011;UBIRETAMA;432234
RS;REGIAO 11;43011;VITORIA DAS MISSOES;432375
RS;REGIAO 12;43012;BOA VISTA DO CADEADO;430222
RS;REGIAO 12;43012;BOA VISTA DO INCRA;430223
RS;REGIAO 12;43012;COLORADO;430560
RS;REGIAO 12;43012;CRUZ ALTA;430610
RS;REGIAO 12;43012;FORTALEZA DOS VALOS;430845
RS;REGIAO 12;43012;IBIRUBA;431000
RS;REGIAO 12;43012;JACUIZINHO;431087
RS;REGIAO 12;43012;QUINZE DE NOVEMBRO;431535
RS;REGIAO 12;43012;SALDANHA MARINHO;431643
RS;REGIAO 12;43012;SALTO DO JACUI;431645
RS;REGIAO 12;43012;SANTA BARBARA DO SUL;431670
RS;REGIAO 12;43012;SELBACH;432030
RS;REGIAO 13;43013;AJURICABA;430020
RS;REGIAO 13;43013;AUGUSTO PESTANA;430150
RS;REGIAO 13;43013;BOZANO;430258
RS;REGIAO 13;43013;CAMPO NOVO;430400
RS;REGIAO 13;43013;CATUIPE;430500
RS;REGIAO 13;43013;CHIAPETTA;430540
RS;REGIAO 13;43013;CONDOR;430570
RS;REGIAO 13;43013;CORONEL BARROS;430587
RS;REGIAO 13;43013;CRISSIUMAL;430600
RS;REGIAO 13;43013;HUMAITA;430970
RS;REGIAO 13;43013;IJUI;431020
RS;REGIAO 13;43013;INHACORA;431041
RS;REGIAO 13;43013;JOIA;431115
RS;REGIAO 13;43013;NOVA RAMADA;431333
RS;REGIAO 13;43013;PANAMBI;431390
RS;REGIAO 13;43013;PEJUCARA;431430
RS;REGIAO 13;43013;SANTO AUGUSTO;431780
RS;REGIAO 13;43013;SAO MARTINHO;431910
RS;REGIAO 13;43013;SAO VALERIO DO SUL;431973
RS;REGIAO 13;43013;SEDE NOVA;432023
RS;REGIAO 14;43014;ALECRIM;430030
RS;REGIAO 14;43014;ALEGRIA;430045
RS;REGIAO 14;43014;BOA VISTA DO BURICA;430220
RS;REGIAO 14;43014;CAMPINA DAS MISSOES;430370
RS;REGIAO 14;43014;CANDIDO GODOI;430430
RS;REGIAO 14;43014;DOUTOR MAURICIO CARDOSO;430673
RS;REGIAO 14;43014;GIRUA;430900
RS;REGIAO 14;43014;HORIZONTINA;430960
RS;REGIAO 14;43014;INDEPENDENCIA;431040
RS;REGIAO 14;43014;NOVA CANDELARIA;431301
RS;REGIAO 14;43014;NOVO MACHADO;431342
RS;REGIAO 14;43014;PORTO LUCENA;431500
RS;REGIAO 14;43014;PORTO MAUA;431505
RS;REGIAO 14;43014;PORTO VERA CRUZ;431507
RS;REGIAO 14;43014;SANTA ROSA;431720
RS;REGIAO 14;43014;SANTO CRISTO;431790
RS;REGIAO 14;43014;SAO JOSE DO INHACORA;431849
RS;REGIAO 14;43014;SAO PAULO DAS MISSOES;431930
RS;REGIAO 14;43014;SENADOR SALGADO FILHO;432032
RS;REGIAO 14;43014;TRES DE MAIO;432180
RS;REGIAO 14;43014;TUCUNDUVA;432210
RS;REGIAO 14;43014;TUPARENDI;432230
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;ALPESTRE;430050
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;AMETISTA DO SUL;430064
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;BARRA DO GUARITA;430185
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;BOM PROGRESSO;430237
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;CAICARA;430340
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;CRISTAL DO SUL;430607
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;DERRUBADAS;430632
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;ERVAL SECO;430730
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;ESPERANCA DO SUL;430745
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;FREDERICO WESTPHALEN;430850
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;IRAI;431050
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;LIBERATO SALZANO;431160
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;NOVO TIRADENTES;431344
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;PALMITINHO;431380
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;PINHAL;431445
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;PINHEIRINHO DO VALE;431449
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;PLANALTO;431470
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;RODEIO BONITO;431590
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;SEBERI;432020
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;TAQUARUCU DO SUL;432132
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;TENENTE PORTELA;432140
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;TIRADENTES DO SUL;432147
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;TRES PASSOS;432190
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;VICENTE DUTRA;432310
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;VISTA ALEGRE;432350
RS;REGIAO 15 - CAMINHO DAS AGUAS;43015;VISTA GAUCHA;432370
RS;REGIAO 16;43016;ARATIBA;430090
RS;REGIAO 16;43016;AUREA;430155
RS;REGIAO 16;43016;BARAO DE COTEGIPE;430170
RS;REGIAO 16;43016;BARRA DO RIO AZUL;430192
RS;REGIAO 16;43016;BENJAMIN CONSTANT DO SUL;430205
RS;REGIAO 16;43016;CAMPINAS DO SUL;430380
RS;REGIAO 16;43016;CARLOS GOMES;430485
RS;REGIAO 16;43016;CENTENARIO;430511
RS;REGIAO 16;43016;CHARRUA;430537
RS;REGIAO 16;43016;CRUZALTENSE;430613
RS;REGIAO 16;43016;ENTRE RIOS DO SUL;430695
RS;REGIAO 16;43016;EREBANGO;430697
RS;REGIAO 16;43016;ERECHIM;430700
RS;REGIAO 16;43016;ERVAL GRANDE;430720
RS;REGIAO 16;43016;ESTACAO;430755
RS;REGIAO 16;43016;FAXINALZINHO;430805
RS;REGIAO 16;43016;FLORIANO PEIXOTO;430825
RS;REGIAO 16;43016;GAURAMA;430870
RS;REGIAO 16;43016;GETULIO VARGAS;430890
RS;REGIAO 16;43016;IPIRANGA DO SUL;431046
RS;REGIAO 16;43016;ITATIBA DO SUL;431070
RS;REGIAO 16;43016;JACUTINGA;431090
RS;REGIAO 16;43016;MARCELINO RAMOS;431190
RS;REGIAO 16;43016;MARIANO MORO;431200
RS;REGIAO 16;43016;NONOAI;431270
RS;REGIAO 16;43016;PAULO BENTO;431413
RS;REGIAO 16;43016;PONTE PRETA;431478
RS;REGIAO 16;43016;QUATRO IRMAOS;431531
RS;REGIAO 16;43016;RIO DOS INDIOS;431555
RS;REGIAO 16;43016;SAO VALENTIM;431970
RS;REGIAO 16;43016;SEVERIANO DE ALMEIDA;432060
RS;REGIAO 16;43016;TRES ARROIOS;432163
RS;REGIAO 16;43016;VIADUTOS;432290
RS;REGIAO 17 - PLANALTO;43017;ALMIRANTE TAMANDARE DO SUL;430047
RS;REGIAO 17 - PLANALTO;43017;CAMARGO;430355
RS;REGIAO 17 - PLANALTO;43017;CARAZINHO;430470
RS;REGIAO 17 - PLANALTO;43017;CASCA;430490
RS;REGIAO 17 - PLANALTO;43017;CIRIACO;430550
RS;REGIAO 17 - PLANALTO;43017;COQUEIROS DO SUL;430585
RS;REGIAO 17 - PLANALTO;43017;COXILHA;430597
RS;REGIAO 17 - PLANALTO;43017;DAVID CANABARRO;430630
RS;REGIAO 17 - PLANALTO;43017;ERNESTINA;430705
RS;REGIAO 17 - PLANALTO;43017;GENTIL;430885
RS;REGIAO 17 - PLANALTO;43017;LAGOA DOS TRES CANTOS;431127
RS;REGIAO 17 - PLANALTO;43017;MARAU;431180
RS;REGIAO 17 - PLANALTO;43017;MATO CASTELHANO;431213
RS;REGIAO 17 - PLANALTO;43017;MONTAURI;431235
RS;REGIAO 17 - PLANALTO;43017;MULITERNO;431262
RS;REGIAO 17 - PLANALTO;43017;NAO-ME-TOQUE;431265
RS;REGIAO 17 - PLANALTO;43017;NICOLAU VERGUEIRO;431267
RS;REGIAO 17 - PLANALTO;43017;NOVA ALVORADA;431275
RS;REGIAO 17 - PLANALTO;43017;PASSO FUNDO;431410
RS;REGIAO 17 - PLANALTO;43017;PONTAO;431477
RS;REGIAO 17 - PLANALTO;43017;SANTO ANTONIO DO PALMA;431755
RS;REGIAO 17 - PLANALTO;43017;SANTO ANTONIO DO PLANALTO;431775
RS;REGIAO 17 - PLANALTO;43017;SAO DOMINGOS DO SUL;431805
RS;REGIAO 17 - PLANALTO;43017;SERAFINA CORREA;432040
RS;REGIAO 17 - PLANALTO;43017;SERTAO;432050
RS;REGIAO 17 - PLANALTO;43017;VANINI;432255
RS;REGIAO 17 - PLANALTO;43017;VICTOR GRAEFF;432320
RS;REGIAO 17 - PLANALTO;43017;VILA MARIA;432340
RS;REGIAO 18;43018;AGUA SANTA;430005
RS;REGIAO 18;43018;ANDRE DA ROCHA;430066
RS;REGIAO 18;43018;BARRACAO;430180
RS;REGIAO 18;43018;CACIQUE DOBLE;430320
RS;REGIAO 18;43018;CAPAO BONITO DO SUL;430462
RS;REGIAO 18;43018;CASEIROS;430495
RS;REGIAO 18;43018;IBIACA;430980
RS;REGIAO 18;43018;IBIRAIARAS;430990
RS;REGIAO 18;43018;LAGOA VERMELHA;431130
RS;REGIAO 18;43018;MACHADINHO;431170
RS;REGIAO 18;43018;MAXIMILIANO DE ALMEIDA;431220
RS;REGIAO 18;43018;PAIM FILHO;431360
RS;REGIAO 18;43018;SANANDUVA;431660
RS;REGIAO 18;43018;SANTA CECILIA DO SUL;431673
RS;REGIAO 18;43018;SANTO EXPEDITO DO SUL;431795
RS;REGIAO 18;43018;SAO JOAO DA URTIGA;431842
RS;REGIAO 18;43018;SAO JOSE DO OURO;431860
RS;REGIAO 18;43018;TAPEJARA;432090
RS;REGIAO 18;43018;TUPANCI DO SUL;432218
RS;REGIAO 18;43018;VILA LANGARO;432335
RS;REGIAO 19;43019;ALTO ALEGRE;430055
RS;REGIAO 19;43019;ARVOREZINHA;430140
RS;REGIAO 19;43019;BARROS CASSAL;430200
RS;REGIAO 19;43019;CAMPOS BORGES;430410
RS;REGIAO 19;43019;ESPUMOSO;430750
RS;REGIAO 19;43019;FONTOURA XAVIER;430830
RS;REGIAO 19;43019;IBIRAPUITA;430995
RS;REGIAO 19;43019;ITAPUCA;431057
RS;REGIAO 19;43019;LAGOAO;431125
RS;REGIAO 19;43019;MORMACO;431242
RS;REGIAO 19;43019;SOLEDADE;432080
RS;REGIAO 19;43019;TAPERA;432100
RS;REGIAO 19;43019;TIO HUGO;432146
RS;REGIAO 19;43019;TUNAS;432215
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;BARRA FUNDA;430195
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;BOA VISTA DAS MISSOES;430215
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;BRAGA;430260
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;CERRO GRANDE;430515
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;CHAPADA;430530
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;CONSTANTINA;430580
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;CORONEL BICACO;430590
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;DOIS IRMAOS DAS MISSOES;430642
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;ENGENHO VELHO;430692
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;GRAMADO DOS LOUREIROS;430912
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;JABOTICABA;431085
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;LAJEADO DO BUGRE;431142
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;MIRAGUAI;431230
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;NOVA BOA VISTA;431295
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;NOVO BARREIRO;431349
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;NOVO XINGU;431346
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;PALMEIRA DAS MISSOES;431370
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;REDENTORA;431540
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;RONDA ALTA;431610
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;RONDINHA;431620
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;SAGRADA FAMILIA;431642
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;SAO JOSE DAS MISSOES;431845
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;SAO PEDRO DAS MISSOES;431936
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;SARANDI;432010
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;TRES PALMEIRAS;432185
RS;REGIAO 20 - ROTA DA PRODUCAO;43020;TRINDADE DO SUL;432195
RS;REGIAO 21;43021;AMARAL FERRADOR;430063
RS;REGIAO 21;43021;ARROIO DO PADRE;430107
RS;REGIAO 21;43021;ARROIO GRANDE;430130
RS;REGIAO 21;43021;CANGUCU;430450
RS;REGIAO 21;43021;CAPAO DO LEAO;430466
RS;REGIAO 21;43021;CERRITO;430512
RS;REGIAO 21;43021;CHUI;430543
RS;REGIAO 21;43021;HERVAL;430710
RS;REGIAO 21;43021;JAGUARAO;431100
RS;REGIAO 21;43021;MORRO REDONDO;431245
RS;REGIAO 21;43021;PEDRAS ALTAS;431417
RS;REGIAO 21;43021;PEDRO OSORIO;431420
RS;REGIAO 21;43021;PELOTAS;431440
RS;REGIAO 21;43021;PINHEIRO MACHADO;431450
RS;REGIAO 21;43021;PIRATINI;431460
RS;REGIAO 21;43021;RIO GRANDE;431560
RS;REGIAO 21;43021;SANTA VITORIA DO PALMAR;431730
RS;REGIAO 21;43021;SANTANA DA BOA VISTA;431700
RS;REGIAO 21;43021;SAO JOSE DO NORTE;431850
RS;REGIAO 21;43021;SAO LOURENCO DO SUL;431880
RS;REGIAO 21;43021;TURUCU;432232
RS;REGIAO 22;43022;ACEGUA;430003
RS;REGIAO 22;43022;BAGE;430160
RS;REGIAO 22;43022;CANDIOTA;430435
RS;REGIAO 22;43022;DOM PEDRITO;430660
RS;REGIAO 22;43022;HULHA NEGRA;430965
RS;REGIAO 22;43022;LAVRAS DO SUL;431150
RS;REGIAO 23;43023;CANELA;430440
RS;REGIAO 23;43023;CAXIAS DO SUL;430510
RS;REGIAO 23;43023;GRAMADO;430910
RS;REGIAO 23;43023;LINHA NOVA;431164
RS;REGIAO 23;43023;NOVA PETROPOLIS;431320
RS;REGIAO 23;43023;PICADA CAFE;431442
RS;REGIAO 24;43024;BOM JESUS;430230
RS;REGIAO 24;43024;CAMPESTRE DA SERRA;430367
RS;REGIAO 24;43024;ESMERALDA;430740
RS;REGIAO 24;43024;JAQUIRANA;431112
RS;REGIAO 24;43024;MONTE ALEGRE DOS CAMPOS;431237
RS;REGIAO 24;43024;MUITOS CAPOES;431261
RS;REGIAO 24;43024;PINHAL DA SERRA;431446
RS;REGIAO 24;43024;SAO JOSE DOS AUSENTES;431862
RS;REGIAO 24;43024;VACARIA;432250
RS;REGIAO 25;43025;BENTO GONCALVES;430210
RS;REGIAO 25;43025;BOA VISTA DO SUL;430225
RS;REGIAO 25;43025;CARLOS BARBOSA;430480
RS;REGIAO 25;43025;CORONEL PILAR;430593
RS;REGIAO 25;43025;COTIPORA;430595
RS;REGIAO 25;43025;FAGUNDES VARELA;430786
RS;REGIAO 25;43025;GARIBALDI;430860
RS;REGIAO 25;43025;GUABIJU;430925
RS;REGIAO 25;43025;GUAPORE;430940
RS;REGIAO 25;43025;MONTE BELO DO SUL;431238
RS;REGIAO 25;43025;NOVA ARACA;431280
RS;REGIAO 25;43025;NOVA BASSANO;431290
RS;REGIAO 25;43025;NOVA PRATA;431330
RS;REGIAO 25;43025;PARAI;431400
RS;REGIAO 25;43025;PINTO BANDEIRA;431454
RS;REGIAO 25;43025;PROTASIO ALVES;431517
RS;REGIAO 25;43025;SANTA TEREZA;431725
RS;REGIAO 25;43025;SAO JORGE;431844
RS;REGIAO 25;43025;UNIAO DA SERRA;432235
RS;REGIAO 25;43025;VERANOPOLIS;432280
RS;REGIAO 25;43025;VILA FLORES;432330
RS;REGIAO 25;43025;VISTA ALEGRE DO PRATA;432360
RS;REGIAO 26;43026;ALTO FELIZ;430057
RS;REGIAO 26;43026;ANTONIO PRADO;430080
RS;REGIAO 26;43026;BOM PRINCIPIO;430235
RS;REGIAO 26;43026;FARROUPILHA;430790
RS;REGIAO 26;43026;FELIZ;430810
RS;REGIAO 26;43026;FLORES DA CUNHA;430820
RS;REGIAO 26;43026;IPE;431043
RS;REGIAO 26;43026;NOVA PADUA;431308
RS;REGIAO 26;43026;NOVA ROMA DO SUL;431335
RS;REGIAO 26;43026;SAO MARCOS;431900
RS;REGIAO 26;43026;SAO VENDELINO;431975
RS;REGIAO 26;43026;VALE REAL;432254
RS;REGIAO 27;43027;ARROIO DO TIGRE;430120
RS;REGIAO 27;43027;CACAPAVA DO SUL;430280
RS;REGIAO 27;43027;CACHOEIRA DO SUL;430300
RS;REGIAO 27;43027;CERRO BRANCO;430513
RS;REGIAO 27;43027;ENCRUZILHADA DO SUL;430690
RS;REGIAO 27;43027;ESTRELA VELHA;430781
RS;REGIAO 27;43027;IBARAMA;430975
RS;REGIAO 27;43027;LAGOA BONITA DO SUL;431123
RS;REGIAO 27;43027;NOVO CABRAIS;431339
RS;REGIAO 27;43027;PASSA SETE;431406
RS;REGIAO 27;43027;SEGREDO;432026
RS;REGIAO 27;43027;SOBRADINHO;432070
RS;REGIAO 28;43028;CANDELARIA;430420
RS;REGIAO 28;43028;GRAMADO XAVIER;430915
RS;REGIAO 28;43028;HERVEIRAS;430957
RS;REGIAO 28;43028;MATO LEITAO;431215
RS;REGIAO 28;43028;PANTANO GRANDE;431395
RS;REGIAO 28;43028;PASSO DO SOBRADO;431407
RS;REGIAO 28;43028;RIO PARDO;431570
RS;REGIAO 28;43028;SANTA CRUZ DO SUL;431680
RS;REGIAO 28;43028;SINIMBU;432067
RS;REGIAO 28;43028;VALE DO SOL;432253
RS;REGIAO 28;43028;VALE VERDE;432252
RS;REGIAO 28;43028;VENANCIO AIRES;432260
RS;REGIAO 28;43028;VERA CRUZ;432270
RS;REGIAO 29;43029;ANTA GORDA;430070
RS;REGIAO 29;43029;ARROIO DO MEIO;430100
RS;REGIAO 29;43029;BOQUEIRAO DO LEAO;430245
RS;REGIAO 29;43029;CANUDOS DO VALE;430461
RS;REGIAO 29;43029;CAPITAO;430469
RS;REGIAO 29;43029;COQUEIRO BAIXO;430583
RS;REGIAO 29;43029;CRUZEIRO DO SUL;430620
RS;REGIAO 29;43029;DOIS LAJEADOS;430645
RS;REGIAO 29;43029;DOUTOR RICARDO;430675
RS;REGIAO 29;43029;ENCANTADO;430680
RS;REGIAO 29;43029;FORQUETINHA;430843
RS;REGIAO 29;43029;ILOPOLIS;431030
RS;REGIAO 29;43029;LAJEADO;431140
RS;REGIAO 29;43029;MARQUES DE SOUZA;431205
RS;REGIAO 29;43029;MUCUM;431260
RS;REGIAO 29;43029;NOVA BRESCIA;431300
RS;REGIAO 29;43029;POUSO NOVO;431513
RS;REGIAO 29;43029;PROGRESSO;431515
RS;REGIAO 29;43029;PUTINGA;431520
RS;REGIAO 29;43029;RELVADO;431545
RS;REGIAO 29;43029;ROCA SALES;431580
RS;REGIAO 29;43029;SANTA CLARA DO SUL;431675
RS;REGIAO 29;43029;SAO JOSE DO HERVAL;431846
RS;REGIAO 29;43029;SAO VALENTIM DO SUL;431971
RS;REGIAO 29;43029;SERIO;432045
RS;REGIAO 29;43029;TRAVESSEIRO;432162
RS;REGIAO 29;43029;VESPASIANO CORREA;432285
RS;REGIAO 30;43030;BOM RETIRO DO SUL;430240
RS;REGIAO 30;43030;COLINAS;430558
RS;REGIAO 30;43030;ESTRELA;430780
RS;REGIAO 30;43030;FAZENDA VILANOVA;430807
RS;REGIAO 30;43030;IMIGRANTE;431036
RS;REGIAO 30;43030;PAVERAMA;431415
RS;REGIAO 30;43030;POCO DAS ANTAS;431475
RS;REGIAO 30;43030;TAQUARI;432130
RS;REGIAO 30;43030;TEUTONIA;432145
RS;REGIAO 30;43030;WESTFALIA;432377
SC;EXTREMO OESTE;42001;ANCHIETA;420080
SC;EXTREMO OESTE;42001;BANDEIRANTE;420208
SC;EXTREMO OESTE;42001;BARRA BONITA;420209
SC;EXTREMO OESTE;42001;BELMONTE;420215
SC;EXTREMO OESTE;42001;BOM JESUS DO OESTE;420257
SC;EXTREMO OESTE;42001;DESCANSO;420490
SC;EXTREMO OESTE;42001;DIONISIO CERQUEIRA;420500
SC;EXTREMO OESTE;42001;FLOR DO SERTAO;420535
SC;EXTREMO OESTE;42001;GUARACIABA;420640
SC;EXTREMO OESTE;42001;GUARUJA DO SUL;420660
SC;EXTREMO OESTE;42001;IPORA DO OESTE;420765
SC;EXTREMO OESTE;42001;IRACEMINHA;420775
SC;EXTREMO OESTE;42001;ITAPIRANGA;420840
SC;EXTREMO OESTE;42001;MARAVILHA;421050
SC;EXTREMO OESTE;42001;MODELO;421090
SC;EXTREMO OESTE;42001;MONDAI;421100
SC;EXTREMO OESTE;42001;PALMA SOLA;421200
SC;EXTREMO OESTE;42001;PARAISO;421223
SC;EXTREMO OESTE;42001;PRINCESA;421415
SC;EXTREMO OESTE;42001;ROMELANDIA;421520
SC;EXTREMO OESTE;42001;SALTINHO;421535
SC;EXTREMO OESTE;42001;SANTA HELENA;421555
SC;EXTREMO OESTE;42001;SANTA TEREZINHA DO PROGRESSO;421568
SC;EXTREMO OESTE;42001;SAO JOAO DO OESTE;421625
SC;EXTREMO OESTE;42001;SAO JOSE DO CEDRO;421670
SC;EXTREMO OESTE;42001;SAO MIGUEL DA BOA VISTA;421715
SC;EXTREMO OESTE;42001;SAO MIGUEL DO OESTE;421720
SC;EXTREMO OESTE;42001;SAUDADES;421730
SC;EXTREMO OESTE;42001;TIGRINHOS;421795
SC;EXTREMO OESTE;42001;TUNAPOLIS;421875
SC;OESTE;42002;AGUAS DE CHAPECO;420050
SC;OESTE;42002;AGUAS FRIAS;420055
SC;OESTE;42002;ARVOREDO;420165
SC;OESTE;42002;CAIBI;420310
SC;OESTE;42002;CAXAMBU DO SUL;420410
SC;OESTE;42002;CHAPECO;420420
SC;OESTE;42002;CORDILHEIRA ALTA;420435
SC;OESTE;42002;CORONEL FREITAS;420440
SC;OESTE;42002;CUNHA PORA;420470
SC;OESTE;42002;CUNHATAI;420475
SC;OESTE;42002;FORMOSA DO SUL;420543
SC;OESTE;42002;GUATAMBU;420665
SC;OESTE;42002;IRATI;420785
SC;OESTE;42002;JARDINOPOLIS;420895
SC;OESTE;42002;NOVA ERECHIM;421140
SC;OESTE;42002;NOVA ITABERABA;421145
SC;OESTE;42002;PAIAL;421187
SC;OESTE;42002;PALMITOS;421210
SC;OESTE;42002;PINHALZINHO;421290
SC;OESTE;42002;PLANALTO ALEGRE;421315
SC;OESTE;42002;QUILOMBO;421420
SC;OESTE;42002;RIQUEZA;421507
SC;OESTE;42002;SANTIAGO DO SUL;421569
SC;OESTE;42002;SAO CARLOS;421600
SC;OESTE;42002;SERRA ALTA;421755
SC;OESTE;42002;SUL BRASIL;421775
SC;OESTE;42002;UNIAO DO OESTE;421885
SC;XANXERE;42003;ABELARDO LUZ;420010
SC;XANXERE;42003;BOM JESUS;420253
SC;XANXERE;42003;CAMPO ERE;420350
SC;XANXERE;42003;CORONEL MARTINS;420445
SC;XANXERE;42003;ENTRE RIOS;420517
SC;XANXERE;42003;FAXINAL DOS GUEDES;420530
SC;XANXERE;42003;GALVAO;420560
SC;XANXERE;42003;IPUACU;420768
SC;XANXERE;42003;JUPIA;420917
SC;XANXERE;42003;LAJEADO GRANDE;420945
SC;XANXERE;42003;MAREMA;421055
SC;XANXERE;42003;NOVO HORIZONTE;421165
SC;XANXERE;42003;OURO VERDE;421185
SC;XANXERE;42003;PASSOS MAIA;421227
SC;XANXERE;42003;PONTE SERRADA;421340
SC;XANXERE;42003;SAO BERNARDINO;421575
SC;XANXERE;42003;SAO DOMINGOS;421610
SC;XANXERE;42003;SAO LOURENCO DO OESTE;421690
SC;XANXERE;42003;VARGEAO;421910
SC;XANXERE;42003;XANXERE;421950
SC;XANXERE;42003;XAXIM;421970
SC;ALTO VALE DO ITAJAI;42004;AGROLANDIA;420020
SC;ALTO VALE DO ITAJAI;42004;AGRONOMICA;420030
SC;ALTO VALE DO ITAJAI;42004;ATALANTA;420180
SC;ALTO VALE DO ITAJAI;42004;AURORA;420190
SC;ALTO VALE DO ITAJAI;42004;BRACO DO TROMBUDO;420285
SC;ALTO VALE DO ITAJAI;42004;CHAPADAO DO LAGEADO;420419
SC;ALTO VALE DO ITAJAI;42004;DONA EMMA;420510
SC;ALTO VALE DO ITAJAI;42004;IBIRAMA;420690
SC;ALTO VALE DO ITAJAI;42004;IMBUIA;420740
SC;ALTO VALE DO ITAJAI;42004;ITUPORANGA;420850
SC;ALTO VALE DO ITAJAI;42004;JOSE BOITEUX;420915
SC;ALTO VALE DO ITAJAI;42004;LAURENTINO;420950
SC;ALTO VALE DO ITAJAI;42004;LONTRAS;420990
SC;ALTO VALE DO ITAJAI;42004;MIRIM DOCE;421085
SC;ALTO VALE DO ITAJAI;42004;PETROLANDIA;421270
SC;ALTO VALE DO ITAJAI;42004;POUSO REDONDO;421370
SC;ALTO VALE DO ITAJAI;42004;PRESIDENTE GETULIO;421400
SC;ALTO VALE DO ITAJAI;42004;PRESIDENTE NEREU;421410
SC;ALTO VALE DO ITAJAI;42004;RIO DO CAMPO;421450
SC;ALTO VALE DO ITAJAI;42004;RIO DO OESTE;421460
SC;ALTO VALE DO ITAJAI;42004;RIO DO SUL;421480
SC;ALTO VALE DO ITAJAI;42004;SALETE;421530
SC;ALTO VALE DO ITAJAI;42004;SANTA TEREZINHA;421567
SC;ALTO VALE DO ITAJAI;42004;TAIO;421780
SC;ALTO VALE DO ITAJAI;42004;TROMBUDO CENTRAL;421860
SC;ALTO VALE DO ITAJAI;42004;VIDAL RAMOS;421920
SC;ALTO VALE DO ITAJAI;42004;VITOR MEIRELES;421935
SC;ALTO VALE DO ITAJAI;42004;WITMARSUM;421940
SC;FOZ DO RIO ITAJAI;42005;BALNEARIO CAMBORIU;420200
SC;FOZ DO RIO ITAJAI;42005;BALNEARIO PICARRAS;421280
SC;FOZ DO RIO ITAJAI;42005;BOMBINHAS;420245
SC;FOZ DO RIO ITAJAI;42005;CAMBORIU;420320
SC;FOZ DO RIO ITAJAI;42005;ILHOTA;420710
SC;FOZ DO RIO ITAJAI;42005;ITAJAI;420820
SC;FOZ DO RIO ITAJAI;42005;ITAPEMA;420830
SC;FOZ DO RIO ITAJAI;42005;LUIZ ALVES;421000
SC;FOZ DO RIO ITAJAI;42005;NAVEGANTES;421130
SC;FOZ DO RIO ITAJAI;42005;PENHA;421250
SC;FOZ DO RIO ITAJAI;42005;PORTO BELO;421350
